06.11.2018;Angel;Esports;;Malaysian Digital Economy for eSports;$3.30M
06.11.2018;Series b;Analytics, Social & Communication;;Overwolf;$16.0M
30.10.2018;Series a;AR/VR;;Onedome;$3.30M
29.10.2018;Series c;Esports;;aXiomatic Gaming;$26.0M
29.10.2018;Venture;Esports;;aXiomatic Gaming;$26.0M
26.10.2018;Pre seed;Esports;;Strymer;$25.0K
26.10.2018;Venture;Esports;;Dignitas;$3.00M
26.10.2018;Venture;Mobile, Gamestech, Publishers & Developers, PC, Console;;Epic Games;$1.25B
23.10.2018;Venture;AR/VR;;Resolution Games;$7.50M
23.10.2018;Series a;Streaming, Esports;;100 Thieves;$25.0M
17.10.2018;Series a;Esports;;Fighting Esports Group;$15.0M
16.10.2018;Seed;Esports, Social & Communication;;Playerbase;$38.0K
15.10.2018;Series b;Streaming, Esports;;Cloud9;$50.0M
12.10.2018;Series a;Esports;;QG;$14.4M
10.10.2018;Venture;Esports;;Overactive Media Group;$21.5M
04.10.2018;Venture;Mobile;;TinyBytes;$1.40M
03.10.2018;Venture;Streaming, Esports;;BiliBili;$317M
28.09.2018;Acquisition;Esports;;ESL;$16.5M
21.09.2018;Acquisition;PC, Publishers & Developers;;Imperial Online;$11.7M
20.09.2018;Venture;Esports;;ReadyUp;$2.00M
20.09.2018;Seed;Social & Communication, Esports;;Dream Team Gaming;$5.00M
20.09.2018;Ipo;Esports;;Eventbrite;$2.80B
13.09.2018;Seed;Publishers & Developers;;Singularity 6;$2.50M
13.09.2018;Venture;Gamestech, Publishers & Developers;;Cocos-BCX;$40.0M
06.09.2018;Seed;Publishers & Developers;;1939 Games;$2.30M
06.09.2018;Acquisition;Publishers & Developers;;CCP;$425M
05.09.2018;Venture;PC, Mobile, Publishers & Developers;;Roblox Corporation;$150M
27.08.2018;Acquisition;Mobile, Publishers & Developers;;Pixowl;$5.00M
20.08.2018;Venture;Esports, Streaming;;Genvid Technologies;$10.0M
20.08.2018;Acquisition;PC, Publishers & Developers;;Studio Gobo;$33.3M
18.08.2018;Pre seed;Esports;;MateCrate;$970K
15.08.2018;Corporate;Publishers & Developers;;Animoca Brands;$1.08M
15.08.2018;Series a;Publishers & Developers;;Raw Fury;$5.50M
14.08.2018;Series a;Analytics, Esports;;Visor;$4.70M
14.08.2018;Corporate;Mobile;;Gamepind;$16.0M
01.08.2018;Seed;Esports;;Winstrike;$1.50M
01.08.2018;Seed;Esports;;Upcomer;$2.05M
27.07.2018;Corporate;Publishers & Developers, Mobile;;Improbable;$50.0M
24.07.2018;Seed;Social & Communication, Mobile, Publishers & Developers;;Knock Knock;$2.00M
24.07.2018;Series a;Esports;;Swift;$37.0M
24.07.2018;Venture;Esports;;Team SoloMid;$37.0M
23.07.2018;Acquisition;Gamestech, Analytics;;Yokozuna Data;$1.50M
19.07.2018;Acquisition;Publishers & Developers;;Skymoons;$190M
18.07.2018;Seed;Mobile, PC, Publishers & Developers;;FRVR;$3.00M
17.07.2018;Corporate;Gamestech, Analytics, Mobile;;AppLovin;$400M
16.07.2018;Series a;Publishers & Developers;;Klang Games;$8.95M
11.07.2018;Venture;Esports;;Nerd Street Gamers;$1.30M
11.07.2018;Venture;AR/VR, Publishers & Developers;;Penrose Studios;$10.0M
28.06.2018;Seed;Streaming, Esports, Betting;;Taunt;$3.00M
28.06.2018;Series b;Publishers & Developers, Mobile;;Oh BiBi;$21.0M
25.06.2018;Venture;Esports;;MAD Lions E.C.;$2.60M
25.06.2018;Venture;Esports;;Splyce;$2.60M
19.06.2018;Grant;Publishers & Developers, Mobile;;Critical Force;$6.30M
18.06.2018;Venture;Esports;;Esports Mogul;$3.28M
15.06.2018;Corporate;Publishers & Developers;;Bluehole Studio;$500M
14.06.2018;Venture;Esports;;GAMURS Group;$2.20M
14.06.2018;Post ipo_equity;Publishers & Developers;;THQ Nordic;$168M
13.06.2018;Grant;Esports;;Ubique Networks;$500K
07.06.2018;Corporate;Mobile, Publishers & Developers;;Redemption Games;$5.00M
05.06.2018;Acquisition;Publishers & Developers;;Harebrained Schemes;$7.50M
05.06.2018;Grant;Publishers & Developers;;Keywords Studios;$120M
04.06.2018;Series a;Esports;;PlayVS;$15.5M
01.06.2018;Corporate;Publishers & Developers, Console, PC;;Bungie;$100M
30.05.2018;Acquisition;Publishers & Developers, Console, PC;;Avalanche Studios;$103M
30.05.2018;Acquisition;Mobile, Publishers & Developers;;Gram Games;$250M
29.05.2018;Venture;Publishers & Developers, Mobile;;Voodoo;$200M
18.05.2018;Venture;Publishers & Developers, Mobile, Esports;;Gamelynx;$1.20M
17.05.2018;Venture;Publishers & Developers;;MyDFS;$1.00M
16.05.2018;Series a;Social & Communication, Mobile, Publishers & Developers;;Teatime Games;$9.00M
15.05.2018;Seed;Social & Communication, Esports;;Quarterback;$2.50M
15.05.2018;Series f;Esports;;Minute Media;$17.0M
15.05.2018;Corporate;PC, Publishers & Developers, Mobile;;Star Stable Entertainment;$18.0M
14.05.2018;Acquisition;Publishers & Developers, PC, Console;;Cyanide Studio;$24.0M
11.05.2018;Grant;Streaming;;Streamloots;$200K
11.05.2018;Ipo;Streaming, Esports;;Huya;$180M
07.05.2018;Seed;Mobile, Gamestech;;Playfull;$1.00M
04.05.2018;Seed;Esports;;Edward Gaming;$15.7M
25.04.2018;Seed;Publishers & Developers;;Henchman & Goon;$400K
24.04.2018;Venture;Esports;;MAD Lions E.C.;$1.50M
23.04.2018;Seed;Esports, Analytics;;Learn 2 Play (L2P);$1.10M
23.04.2018;Acquisition;Gamestech;;MOL Global;$61.0M
19.04.2018;Venture;Social & Communication;;Discord;$50.0M
17.04.2018;Venture;Mobile;;AppOnBoard;$15.0M
11.04.2018;Series b;Esports;;aXiomatic Gaming;$25.0M
05.04.2018;Corporate;Publishers & Developers;;Big Hit Entertainment;$190M
04.04.2018;Acquisition;Social & Communication;;Newbay Media;$13.8M
03.04.2018;Series a;Streaming, Esports;;Genvid Technologies;$6.00M
03.04.2018;Corporate;Publishers & Developers;;Kakao Games;$9.42M
29.03.2018;Corporate;Publishers & Developers;;Raw Fury;$125K
29.03.2018;Ipo;AR/VR;;StarVR;$16.4M
26.03.2018;Ipo;Publishers & Developers;;Team17;$284M
21.03.2018;Venture;Analytics, Esports;;Gosu.ai;$1.90M
21.03.2018;Ico;Streaming;;Play2Live;$30.0M
